Width, Height, talpha,Test0,Test1,Test2,Test3,Test4,Test5,Test6,Test7,Test8,Test9,Test10,Test11,Test12,Test13,Test14,Test15,Test16,Test17,Test18,Test19,,
512,512,0,4.20798,4.18308,4.21045,4.19486,4.31496,4.19314,4.22979,4.19664,4.19084,4.19305,4.21986,4.20902,4.20636,4.19944,4.19708,4.18537,4.19807,4.19004,4.18649,4.19833,
512,512,0.01,4.31854,4.33364,4.34537,4.3319,4.31352,4.32697,4.32005,4.31474,4.32598,4.30863,4.32344,4.31742,4.34275,4.32405,4.30759,4.31588,4.30463,4.3206,4.31977,4.33965,
512,512,0.02,4.429,4.46208,4.51739,4.5078,4.5093,4.5108,4.52129,4.50945,4.51191,4.53089,4.52539,4.51431,4.52299,4.52118,4.52354,4.51303,4.53195,4.52224,4.51828,4.51567,
512,512,0.03,4.53049,4.56175,4.58408,4.64346,4.63481,4.6288,4.65415,4.65683,4.63153,4.62823,4.63083,4.6369,4.66359,4.6168,4.66083,4.60867,4.66972,4.64361,4.65553,4.63653,
512,512,0.04,4.70444,4.68305,4.66136,4.84125,4.901,4.87871,4.90612,4.8927,4.89917,4.89692,4.90755,4.92091,4.90616,4.91266,4.90484,4.90677,4.89161,4.9262,4.9113,4.91083,
512,512,0.05,4.94048,4.94112,4.95271,4.95846,4.98397,4.96939,4.97229,4.9703,5.01242,4.99578,4.98522,4.97452,5.02439,4.96102,5.01124,4.98716,5.00322,4.97125,4.97923,4.96697,
512,512,0.06,4.94976,4.94517,4.89708,4.91278,4.9133,4.95735,4.91042,4.94581,4.93417,4.91011,4.95023,4.92813,4.95561,4.92319,4.95113,4.92961,4.92809,4.90333,4.91881,4.95839,
512,512,0.07,4.88461,4.89762,4.86764,4.87165,4.8567,4.85739,4.86316,4.85091,4.87218,4.87348,4.87279,4.85203,4.87614,4.85245,4.84709,4.8731,4.8954,4.86915,4.86213,4.86577,
512,512,0.08,4.77447,4.66011,4.6986,4.71063,4.67201,4.6654,4.67942,4.69346,4.68945,4.70711,4.72545,4.68208,4.70677,4.70386,4.69059,4.71609,4.68815,4.67979,4.69623,4.71438,
512,512,0.09,5.33215,4.65933,4.68135,4.64206,4.65022,4.63356,4.6511,4.64137,4.63664,4.6666,4.63663,4.64827,4.66543,4.64725,4.62587,4.65025,4.6258,4.64341,4.63777,4.64599,
512,512,0.1,4.64582,4.6296,4.65644,4.62476,4.6003,4.60103,4.61314,4.62373,4.63716,4.63158,4.61606,4.61218,4.61762,4.62579,4.62036,4.62091,4.64703,4.62846,4.64843,4.62145,
512,512,0.11,4.68269,4.75395,4.68086,4.67976,4.7056,4.69093,4.70087,4.69608,4.66758,4.71364,4.68817,4.71786,4.66106,4.67253,4.68917,4.68692,4.70152,4.71739,4.67934,4.69928,
512,512,0.12,4.77493,4.75028,4.75301,4.73963,4.76563,4.75624,4.73816,4.73561,4.80925,4.76981,4.75731,4.75303,4.7679,4.71105,4.71632,4.73196,4.71434,4.75695,4.72048,4.71709,
512,512,0.13,4.78491,4.79308,4.80689,4.77319,4.77547,4.79331,4.81275,4.78553,4.81069,4.78582,4.80576,4.80917,4.78367,4.77532,4.78033,4.82061,4.79648,4.78678,4.81668,4.82977,
512,512,0.14,4.54274,4.58988,4.55336,4.57041,4.58933,4.57997,4.59108,4.55296,4.57247,4.58298,4.58047,4.57787,4.58833,4.56599,4.60542,4.58629,4.57456,4.56062,4.6076,4.58112,
512,512,0.15,4.7225,4.76297,4.70791,4.76347,4.72239,4.72455,4.70777,4.73462,4.73355,4.71778,4.75422,4.6871,4.72087,4.74614,4.75196,4.74113,4.7909,4.67861,4.7255,4.78115,
512,512,0.16,4.63112,4.62441,4.62461,4.59217,4.56421,4.53259,4.55197,4.57559,4.58252,4.55168,4.59406,4.56381,4.53656,4.56506,4.54645,4.53939,4.56138,4.55154,4.57561,4.54196,
512,512,0.17,4.59811,4.57292,4.60597,4.60001,4.59651,4.58704,4.67541,4.61151,4.61089,4.5784,4.58312,4.64931,4.56538,4.60098,4.64054,4.59493,4.60793,4.62636,4.59932,4.61978,
512,512,0.18,4.66067,4.67127,4.68907,4.66693,4.68349,4.69805,4.65124,4.64877,4.61122,4.6524,4.68125,4.66998,4.64204,4.64625,4.6746,4.66805,4.65244,4.67116,4.63967,4.64981,
512,512,0.19,4.92332,4.87049,4.88619,4.86899,4.91439,4.90913,4.95812,4.9451,4.8406,4.92848,4.92514,4.9267,4.92604,4.84481,4.89988,4.88816,4.93646,4.92167,4.9582,4.90575,
512,512,0.2,4.90264,4.84218,4.8371,4.89879,4.84727,4.77171,4.76209,4.78478,4.80113,4.82928,4.74373,4.80268,4.80034,4.76867,4.78973,4.78509,4.79156,4.74698,4.72527,4.77481,
512,512,0.21,4.80504,4.77292,4.81207,4.83022,4.78192,4.73484,4.7427,4.83018,4.85528,4.88277,4.77854,4.83203,4.83583,4.75876,4.79793,4.83125,4.86163,4.80897,4.82866,4.83588,
512,512,0.22,4.81891,4.78886,4.76732,4.83331,4.80633,4.82236,4.80019,4.81297,4.78359,4.76371,4.7736,4.8365,4.76232,4.80641,4.80089,4.85004,4.77725,4.79948,4.79665,4.85358,
512,512,0.23,4.77164,4.85511,4.76632,4.74302,4.77669,4.79834,4.7247,4.75462,4.72724,4.7274,4.79216,4.79224,4.78712,4.78626,4.73863,4.78475,4.72017,4.78115,4.85729,4.77376,
512,512,0.24,4.85763,4.89344,4.86827,4.8335,4.85831,4.86688,4.87559,4.8189,4.83205,4.89569,4.794,4.86311,4.80481,4.87175,4.81779,4.89123,4.82175,4.85678,4.8901,4.80679,
