Width, Height, talpha,Test0,Test1,Test2,Test3,Test4,Test5,Test6,Test7,Test8,Test9,Test10,Test11,Test12,Test13,Test14,Test15,Test16,Test17,Test18,Test19,,
512,512,0,5.14513,5.15701,5.17771,5.27144,5.15668,5.15197,5.17473,5.14033,5.16907,5.17343,5.15434,5.16389,5.18511,5.13048,5.04655,5.24992,5.24505,5.16619,5.19173,5.24526,
512,512,0.001,5.48681,5.49632,5.58373,5.48983,5.58908,5.61163,5.58817,5.48534,5.59235,5.60537,5.58911,5.48619,5.609,5.60321,5.52776,5.55833,5.43643,5.48214,5.49389,5.61509,
512,512,0.002,5.60835,5.5922,5.73968,5.61524,5.66363,5.50536,5.71275,5.71881,5.54554,5.61304,5.62498,5.71823,5.60154,5.72207,5.71336,5.39474,5.62749,5.59984,5.62745,5.65937,
512,512,0.003,5.90428,5.73848,5.69442,5.80109,5.69073,5.92516,5.62999,5.81416,5.7926,5.85288,5.71474,5.90929,5.91987,5.69624,5.81211,5.74412,5.84755,5.84924,5.55604,5.67187,
512,512,0.004,5.78199,5.55266,5.77582,5.65364,5.59446,5.77019,5.66625,5.67402,5.98816,5.6709,5.67624,5.77904,5.71971,5.76564,5.59857,5.7653,5.6729,5.61054,5.72175,5.65789,
512,512,0.005,5.66287,5.6451,5.68092,5.77808,5.70676,5.58064,5.75548,5.77555,5.78739,5.66499,5.7697,5.66323,5.99454,5.78654,5.84718,5.55977,5.5627,5.68114,5.65614,5.76654,
512,512,0.006,5.72159,5.89266,5.79928,5.59506,5.8992,5.89745,5.70791,5.83064,5.80443,5.75716,5.61479,5.92053,5.63083,5.68789,5.79572,6.00675,5.5998,5.88614,5.81159,5.7342,
512,512,0.007,5.94808,5.80607,5.79539,5.84926,5.87668,5.81595,5.94836,5.82633,5.80609,5.9318,5.85132,5.7485,5.80631,5.91296,5.84459,5.78734,5.75253,5.94058,5.89132,6.06249,
512,512,0.008,5.98028,6.13261,6.17442,6.08616,5.99753,6.14486,6.09056,5.9663,6.02238,6.0949,5.93916,5.96519,6.07743,6.01348,5.99823,6.02904,5.96999,6.01502,6.02895,6.05997,
512,512,0.009,6.27298,6.32706,6.25955,6.22167,6.27331,6.26213,6.29342,6.24986,6.3776,6.30122,6.26251,6.3186,6.40616,6.40649,6.30074,6.30973,6.37781,6.3538,6.32598,6.32038,
512,512,0.01,6.69063,6.69467,6.70573,6.62061,6.66308,6.71155,6.74273,6.65805,6.74468,6.59243,6.61058,6.67792,6.67795,6.74164,6.60614,6.64708,6.63088,6.7091,6.67786,6.66713,
512,512,0.011,7.16986,7.17087,7.18731,7.10218,7.11912,7.14909,7.09494,7.15626,7.16837,7.11453,7.16811,7.14625,7.16083,7.12528,7.15805,7.12453,7.133,7.17625,7.11533,7.08631,
512,512,0.012,7.84814,7.73672,7.75212,7.93984,8.01445,8.00294,7.89397,7.78947,8.01332,7.75827,7.88517,7.88326,7.83791,7.99211,7.81314,7.81481,7.83118,7.89901,7.84352,7.85072,
512,512,0.013,8.5664,8.62997,8.7164,8.84362,8.66056,8.72481,8.67778,8.65109,8.70059,8.74767,8.81716,8.51587,8.70084,8.68522,8.66946,8.85442,8.67206,8.79841,8.67514,8.58894,
512,512,0.014,9.65045,9.52613,9.80122,9.5952,9.56753,9.60243,9.60289,9.50062,9.71114,9.70107,9.54936,9.65982,9.57572,9.57118,9.59998,9.77553,9.69558,9.63155,9.66156,9.52796,
512,512,0.015,10.7764,10.8728,10.836,10.7166,10.8503,10.8539,10.7647,10.8493,10.7745,10.7172,11.0571,10.793,10.6636,10.7664,10.633,10.6325,10.6769,10.7772,10.7897,10.7398,
512,512,0.016,12.0424,12.1412,12.2154,12.0657,12.1559,12.0401,12.3587,12.0482,12.4818,12.2808,12.4816,12.1103,12.0337,12.3025,12.1986,12.0858,12.4268,12.2694,12.4301,12.4472,
512,512,0.017,14.001,14.1201,13.9998,13.8727,14.0987,13.9573,14.186,14.037,14.0373,13.9158,13.7246,13.8359,13.7766,14.0993,14.0121,14.1005,14.28,14.1355,13.7854,13.817,
512,512,0.018,15.8364,15.6388,15.6485,15.6349,15.6672,15.6332,15.701,16.1023,15.8206,15.9081,15.7092,15.734,15.6973,15.5052,15.602,15.7638,15.6977,15.9447,15.7237,15.6376,
512,512,0.019,18.3247,18.3968,18.4164,18.7718,18.4484,18.3968,18.483,18.4834,18.6358,18.606,18.9921,18.3615,18.2169,17.8878,18.5868,18.8158,18.5392,18.2159,18.7259,18.0975,
512,512,0.02,23.4839,22.6995,23.0155,23.1815,22.8237,23.8654,22.9622,23.488,23.2041,22.9458,23.4634,23.3696,23.7329,23.0785,23.4592,23.3976,23.7232,23.0007,24.1019,22.6696,
512,512,0.021,28.4314,28.176,27.9362,29.0367,28.1504,28.4565,29.0303,27.655,27.8956,28.1452,27.648,28.5081,27.5926,28.1846,28.3973,29.299,28.1614,27.8519,28.8299,28.5458,
512,512,0.022,37.8902,37.1049,39.0784,36.5117,40.4257,36.6804,37.6187,38.7088,37.3539,38.596,38.3518,39.1498,36.7138,39.4349,38.4091,36.937,39.2258,38.8773,37.3286,36.5436,
512,512,0.023,48.7204,52.9739,51.1559,48.7752,55.4312,54.2462,50.7636,48.6989,50.5178,51.2711,53.0565,50.689,52.1857,48.9929,51.1973,54.9315,55.473,51.2105,52.4456,52.5349,
512,512,0.024,69.1084,68.3461,69.4185,69.7814,71.8539,68.2698,69.4339,69.9307,69.9936,68.1224,70.3368,68.5427,72.4511,69.1766,68.3591,68.6275,71.2703,67.6314,68.4282,71.4519,
512,512,0.025,84.978,81.4953,82.7075,87.4781,85.7683,87.9043,85.4645,85.9803,81.9971,84.6883,86.5313,84.8734,82.9195,82.0614,80.9185,88.4693,84.7983,87.3349,81.7943,85.4208,
512,512,0.026,117.12,120.13,120.265,122.553,121.31,121.03,117.779,122.539,122.731,123.371,120.567,119.864,120.289,120.219,119.502,118.739,122.837,118.092,119.138,121.324,
512,512,0.027,182.865,168.849,174.154,184.341,170.586,176.833,176.805,178.733,183.485,175.514,174.911,173.568,168.667,170.515,173.459,177.752,171.495,170.545,168.483,178.194,
512,512,0.028,216.924,209.839,217.66,216.07,207.375,214.938,211.166,218.727,210.845,205.516,212.732,209.52,213.668,213.731,206.597,205.119,208.228,205.929,206.777,213.369,
512,512,0.029,274.968,286.52,260.67,263.822,256.941,261.965,276.804,259.728,329.227,277.942,285.519,262.168,269.361,278.814,265.249,258.891,266.052,253.939,266.283,273.794,
512,512,0.03,317.389,323.389,321.771,310.897,308.746,316.667,310.372,319.748,311.253,305.843,311.165,320.378,311.84,316.897,311.712,309.588,315.154,309.131,317.264,312.205,
512,512,0.031,402.358,436.219,406.174,404.655,393.938,404.964,387.861,372.07,389.838,382.377,421.884,417.748,410.46,368.663,388.975,393.643,399.355,383.125,388.067,392.486,
